file	key	original	translation	status	context	entities	tone
Language/english_7.csv	workshop_button_launch_tooltip	Subscribe and launch this scenario	Підпишіться та запустіть цей сценарій	fuzzy	Lava DLC - VIDEO SUBTITLES	-	command|technical
Language/english_7.csv	workshop_button_item_more	More	Докладніше	fuzzy	Lava DLC - VIDEO SUBTITLES	-	-
Language/english_7.csv	workshop_button_item_more_tooltip	Visit the Steam Workshop page for this item	Відвідайте сторінку цього вмісту в Майстерні Steam	unresolved	Lava DLC - VIDEO SUBTITLES	steam_workshop	command|technical
Language/english_7.csv	wiki_frag_troopers_title	Frag Mercs	Найманці-підривники	unresolved	Lava DLC - VIDEO SUBTITLES	frag_mercs	-
Language/english_7.csv	wiki_frag_troopers_descr	The mercenaries carry weapons that can fire both fragmentation rounds in direct fire mode or canister grenades in indirect fire mode.	Найманці мають зброю, що веде пряму стрільбу уламковими набоями або непряму — картечними гранатами.	unresolved	Lava DLC - VIDEO SUBTITLES	fragmentation_round|canister_grenade	technical
Language/english_7.csv	wiki_frag_troopers_traits	• Can clear Hives\n• Unit rate of fire is not affected by casualties\n• Unit can switch between 'shotgun' and 'grenade' fire mode\n  [Shotgun Mode]\n    • Does not block friendly fire\n    • Weapon deals pass-through damage\n  [Grenade Mode]\n    • Can fire over units and elevations	• Може зачищати вулики\n• Втрати не впливають на темп стрільби загону\n• Загін може перемикати режим вогню: «дробовик» або «гранатомет»\n  [Shotgun Mode]\n    • Не блокує вогонь по своїх\n    • Зброя завдає наскрізної шкоди\n  [Grenade Mode]\n    • Може стріляти через підрозділи й перепади висот	unresolved	Lava DLC - VIDEO SUBTITLES	damage|friendly_fire|hive|pass_through_damage|shotgun|shotgun_mode|grenade_mode	technical
Language/english_7.csv	ability_switch_frag_indirect_title	Grenade Mode	Режим гранатомета	unresolved	Lava DLC - VIDEO SUBTITLES	grenade_mode	technical
Language/english_7.csv	ability_switch_frag_indirect_descr	Switch to firing explosive grenades. Can fire over friendly units. Weak in close combat.	Перейдіть на стрільбу вибуховими гранатами. Можна стріляти через союзні підрозділи. Неефективно в ближньому бою.	fuzzy	Lava DLC - VIDEO SUBTITLES	-	command|technical
Language/english_7.csv	ability_switch_frag_direct_title	Shotgun Mode	Режим дробовика	unresolved	Lava DLC - VIDEO SUBTITLES	shotgun|shotgun_mode	technical
Language/english_7.csv	ability_switch_frag_direct_descr	Switch to firing fragmentation rounds. Effective in close combat. Does not block friendly fire.	Перейдіть на стрільбу уламковими набоями. Ефективно в ближньому бою. Не блокує вогонь по своїх.	unresolved	Lava DLC - VIDEO SUBTITLES	friendly_fire|fragmentation_round	command|technical
Language/english_7.csv	ability_frag_mine_deploy_title	Fragmentation Mine	Уламкова міна	unresolved	Lava DLC - VIDEO SUBTITLES	fragmentation_mine	-
Language/english_7.csv	ability_frag_mine_deploy_descr	This proximity mine will explode when it detects nearby movement. The shrapnel does high damage and is effective against armored targets.	Ця міна наближення вибухає, виявивши рух поблизу. Уламки завдають великої шкоди й ефективні проти броньованих цілей.	unresolved	Lava DLC - VIDEO SUBTITLES	proximity_mine|damage|armor	technical
Language/english_7.csv	ability_fire_mine_deploy_title	Incendiary Mine	Запалювальна міна	unresolved	Lava DLC - VIDEO SUBTITLES	incendiary_mine	-
Language/english_7.csv	ability_fire_mine_deploy_descr	This proximity mine will explode when it detects nearby movement. The resulting fire will burn for a few seconds while dealing damage and suppressing anything that moves through the flames.	Ця міна наближення вибухає, виявивши рух поблизу. Полум'я горить кілька секунд, завдаючи шкоди й пригнічуючи всіх, хто проходить крізь нього.	unresolved	Lava DLC - VIDEO SUBTITLES	proximity_mine|suppression|damage	technical
Language/english_7.csv	wiki_shredder_title	Shredder Mercs	Найманці-шматувальники	unresolved	Lava DLC - VIDEO SUBTITLES	shredder|shredder_merc	-
Language/english_7.csv	wiki_shredder_traits	• Minigun overheats in tripod mode\n• Cannot clear Hives	• Мініган перегрівається в режимі триноги\n• Не можуть зачищати вулики	unresolved	Lava DLC - VIDEO SUBTITLES	minigun|hive|tripod_mode	technical
Language/english_7.csv	ability_shredder_turret_mode_title	Tripod Mode	Режим триноги	unresolved	Lava DLC - VIDEO SUBTITLES	tripod_mode	-
Language/english_7.csv	ability_shredder_turret_mode_descr	Deploy the minigun on a tripod. This fixes the Shredder in position but significantly increases range, accuracy and rate of fire.	Установіть мініган на триногу. Шматувальник не зможе рухатися, але його дальність, точність і темп стрільби значно зростуть.	unresolved	Lava DLC - VIDEO SUBTITLES	range|minigun|shredder	command|technical
Language/english_7.csv	ability_shredder_default_mode_title	Mobile Mode	Мобільний режим	unresolved	Lava DLC - VIDEO SUBTITLES	mobile_mode	-
Language/english_7.csv	ability_shredder_default_mode_descr	Use the minigun in portable mode. This allows the Shredder to move but decreases combat performance.	Використовуйте переносний мініган. Шматувальник зможе рухатися, але його бойова ефективність знизиться.	unresolved	Lava DLC - VIDEO SUBTITLES	minigun|shredder	command|technical
Language/english_7.csv	ability_shredder_heated_rounds_title	Firestarter	Палій	unresolved	Lava DLC - VIDEO SUBTITLES	firestarter	-
Language/english_7.csv	ability_shredder_heated_rounds_descr	Hose the target area with incendiary rounds to light it on fire.	Залийте цільову ділянку запалювальними набоями, щоб підпалити її.	fuzzy	Lava DLC - VIDEO SUBTITLES	-	command
Language/english_7.csv	ability_shredder_heated_rounds_requiresUnitType	Can only be used in tripod mode	Доступно лише в режимі триноги	fuzzy	Lava DLC - VIDEO SUBTITLES	-	technical
Language/english_7.csv	ability_shredder_stimpack_title	Stimpack	Стимулятор	unresolved	Lava DLC - VIDEO SUBTITLES	stimpack	technical
Language/english_7.csv	ability_shredder_stimpack_descr	Enhancement drug that boosts strength and focus but leaves the user exhausted after the effect expires.	Препарат, що посилює силу й зосередженість, але після завершення дії виснажує бійця.	fuzzy	Lava DLC - VIDEO SUBTITLES	-	technical
Language/english_7.csv	ability_shredder_stimpack_requiresUnitType	Can only be used in mobile mode	Доступно лише в мобільному режимі	fuzzy	Lava DLC - VIDEO SUBTITLES	-	technical
Language/english_7.csv	wiki_stinger_bugs_traits	• Can climb outpost walls\n• Often spawn from Stinger Nests	• Можуть видиратися на стіни форпостів\n• Часто з'являються з гнізд жалників	fuzzy	Lava DLC - VIDEO SUBTITLES	stinger|stinger_nest	-
Language/english_7.csv	wiki_sparker_bug_traits	• Is immune to fire damage\n• Initiates a suicidal charge attack when mortally wounded	• Невразливий до шкоди від вогню\n• Зазнавши смертельного поранення, кидається в самогубну атаку	unresolved	Lava DLC - VIDEO SUBTITLES	damage	-
Language/english_7.csv	wiki_fire_hopper_bugs_traits	• Explodes after dive attack	• Вибухає після атаки в піке	fuzzy	Lava DLC - VIDEO SUBTITLES	-	-
Language/english_7.csv	wiki_firefly_bugs_traits	• Sprays target area with burning substance	• Розпилює палаючу речовину на цільову ділянку	fuzzy	Lava DLC - VIDEO SUBTITLES	-	technical
Language/english_7.csv	wiki_mech_engineer_traits	"• Is immune to fire damage,\n• Does not block friendly fire\n• Can construct defensive turrets\n• Cannot clear Hives",	"• Невразлива до шкоди від вогню,\n• Не блокує вогонь по своїх\n• Може будувати оборонні турелі\n• Не може зачищати вулики",	unresolved	Lava DLC - VIDEO SUBTITLES	damage|friendly_fire|hive	technical
Language/english_7.csv	ability_mech_engineer_default_title	Self-Repair	Саморемонт	unresolved	Lava DLC - VIDEO SUBTITLES	self_repair	-
Language/english_7.csv	ability_mech_engineer_default_descr	This ability will gradually repair damage to the biped, but reduces movement and attack speed.	Ця здібність поступово усуває пошкодження двоногої машини, але знижує швидкість руху й атаки.	unresolved	Lava DLC - VIDEO SUBTITLES	damage|speed	technical
Language/english_7.csv	ability_mech_engineer_elite_1_title	Dirty Fumes	Їдкий чад	unresolved	Lava DLC - VIDEO SUBTITLES	dirty_fumes	-
Language/english_7.csv	ability_mech_engineer_elite_1_descr	This idles the biped and generates a thick black smog. Anything cought in this asphyxiating cloud will be suppressed.	Двонога машина зупиняється й утворює густий чорний смог. Усе в цій задушливій хмарі зазнає пригнічення.	unresolved	Lava DLC - VIDEO SUBTITLES	suppression	technical
Language/english_7.csv	ability_mech_engineer_elite_2_title	Fire Trail	Вогняний слід	unresolved	Lava DLC - VIDEO SUBTITLES	fire_trail	-
Language/english_7.csv	ability_mech_engineer_elite_2_descr	Drop a trail of fire that can burn and suppress anything that crosses it.	Залиште вогняний слід, що підпалює та пригнічує всіх, хто його перетне.	unresolved	Lava DLC - VIDEO SUBTITLES	suppression	command|technical
Language/english_7.csv	wiki_rifle_mercs_title	Rifle Mercs	Найманці-стрільці	unresolved	Lava DLC - VIDEO SUBTITLES	rifle_mercs	-
Language/english_7.csv	wiki_rifle_mercs_traits	• Can clear Hives	• Можуть зачищати вулики	unresolved	Lava DLC - VIDEO SUBTITLES	hive	technical
Language/english_7.csv	wiki_power_flamers_traits	• Weapon deals pass-through damage\n• Can clear Hives	• Зброя завдає наскрізної шкоди\n• Можуть зачищати вулики	unresolved	Lava DLC - VIDEO SUBTITLES	damage|hive|pass_through_damage	technical
Language/english_7.csv	wiki_power_officer_traits	• Does not block friendly fire\n• Can fire through friendly units\n• Can be used to call in reinforcements\n• Cannot have more than one of this type deployed	• Не блокує вогонь по своїх\n• Може стріляти крізь союзні підрозділи\n• Може викликати поповнення\n• Одночасно можна розгорнути лише один такий підрозділ	unresolved	Lava DLC - VIDEO SUBTITLES	friendly_fire	technical
Language/english_7.csv	tooltip_funds	Funds: Required to hire mercenaries	Кошти: потрібні для наймання найманців	unresolved	Lava DLC - VIDEO SUBTITLES	funds	technical
Language/english_7.csv	population_points_type_funds	Funds	Кошти	unresolved	Lava DLC - VIDEO SUBTITLES	funds	-
Language/english_7.csv	notification_funds_change	Funds	Кошти	unresolved	Lava DLC - VIDEO SUBTITLES	funds	-
Language/english_7.csv	reinforcement_disabled_info	Reinforcements are currently unavailable	Поповнення наразі недоступне	fuzzy	Lava DLC - VIDEO SUBTITLES	-	technical
Language/english_7.csv	news_banner_breaking	Breaking news	Термінові новини	fuzzy	Lava DLC - VIDEO SUBTITLES	-	urgent
Language/english_7.csv	news_banner_lava_dlc	War on planet Gehenna !	Війна на планеті Геєна!	unresolved	Lava DLC - VIDEO SUBTITLES	gehenna	propaganda|urgent
Language/english_7.csv	news_banner_button	Find out more	Дізнатися більше	fuzzy	Lava DLC - VIDEO SUBTITLES	-	command
Language/english_7.csv	kwalasha_campaign_name	Kwalasha	Квалаша	unresolved	Lava DLC - VIDEO SUBTITLES	kwalasha	-
Language/english_7.csv	kwalasha_campaign_description	The mining industries on planet Kwalasha are key for fleet construction and must be protected against a growing Bug threat.	Гірнича промисловість Квалаші має ключове значення для будівництва Флоту. Її треба захистити від дедалі більшої загрози жуків.	unresolved	Lava DLC - VIDEO SUBTITLES	fleet|kwalasha|bug	briefing
Language/english_7.csv	gehenna_campaign_name	Gehenna	Геєна	unresolved	Lava DLC - VIDEO SUBTITLES	gehenna	-
Language/english_7.csv	gehenna_campaign_description	Arachnids on Gehenna are disrupting the flow of fuel to Vilon Station, a vital trade hub orbiting the planet.	Арахніди на Геєні переривають постачання палива до станції «Вілон» — життєво важливого торгового вузла на орбіті планети.	unresolved	Lava DLC - VIDEO SUBTITLES	arachnid|vilon_station|gehenna	briefing
Language/english_7.csv	ability_activate_demolition_charge_title	Activate Charge	Активувати заряд	unresolved	Lava DLC - VIDEO SUBTITLES	demolition_charge	command
Language/english_7.csv	ability_activate_demolition_charge_descr	Set the charge to detonate after 3 seconds.	Установіть детонацію заряду через 3 секунди.	unresolved	Lava DLC - VIDEO SUBTITLES	demolition_charge	command|technical
Language/english_7.csv	ability_demolition_charge_descr	Place a powerful demolition charge which can be manually set to explode after 3 seconds.	Установіть потужний підривний заряд, який можна вручну підірвати через 3 секунди.	unresolved	Lava DLC - VIDEO SUBTITLES	demolition_charge	command|technical
Language/english_7.csv	ability_incendiary_strike_title	Incendiary Strike	Запалювальний удар	unresolved	Lava DLC - VIDEO SUBTITLES	incendiary_strike	-
Language/english_7.csv	ability_incendiary_strike_descr	A squadron of TAC Fighters will be called in to drop fire bombs. Drag-click to set strike direction.	Ескадрилья винищувачів TAC скине запалювальні бомби. Натисніть і протягніть, щоб задати напрямок удару.	unresolved	Lava DLC - VIDEO SUBTITLES	tac_fighter	command|technical
Language/english_7.csv	ability_contact_grenade_title	Contact-Fuze Grenade	Граната з контактним підривачем	unresolved	Lava DLC - VIDEO SUBTITLES	contact_fuze_grenade	-
Language/english_7.csv	ability_contact_grenade_descr	This hand grenade explodes on impact. It causes significant damage and suppression and is effective even against armored targets.	Ця ручна граната вибухає під час удару. Завдає значної шкоди й спричиняє пригнічення, ефективна навіть проти броньованих цілей.	unresolved	Lava DLC - VIDEO SUBTITLES	suppression|damage|armor	technical
Language/english_7.csv	ability_merc_grenade_title	Double-Charge Grenade	Граната з подвійним зарядом	unresolved	Lava DLC - VIDEO SUBTITLES	double_charge_grenade	-
Language/english_7.csv	ability_merc_grenade_descr	This hand grenade has two charges: The first detonates on impact and is effective against armored targets, the second charge explodes shortly after and has a wider blast radius.	Ця ручна граната має два заряди: перший детонує під час удару й ефективний проти броньованих цілей, другий вибухає невдовзі та має більший радіус ураження.	unresolved	Lava DLC - VIDEO SUBTITLES	armor|double_charge_grenade	technical
Language/english_7.csv	achievement_warm_welcome_kills_fire_grenade_title	Fight fire with fire	Вогонь проти вогню	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_warm_welcome_kills_fire_grenade_descr	Kill 10 Bugs the Combat Engineers' "M7 Incendiary Grenades"	Убийте 10 жуків «Запалювальними гранатами M7» бойових інженерів	unresolved	Achievements	combat_engineer|bug|engineer|m7_incendiary_grenade	command
Language/english_7.csv	achievement_warm_welcome_extinguish_fires_within_time_title	Blitz the blaze	Бліц проти полум'я	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_warm_welcome_extinguish_fires_within_time_descr	Extinguish all fires within 3 minutes	Загасіть усі пожежі за 3 хвилини	fuzzy	Achievements	-	command
Language/english_7.csv	achievement_lead_by_sample_kill_stingers_shotgun_mode_title	Up close and personal	Впритул і без церемоній	fuzzy	Achievements	-	rude
Language/english_7.csv	achievement_lead_by_sample_kill_stingers_shotgun_mode_descr	Kill 20 Stingers with the Rifle Troopers' "Shotgun Suppression" ability	Убийте 20 жалників здатністю стрільців «Придушення рушницею»	unresolved	Achievements	rifle_trooper|shotgun_suppression|suppression|shotgun|stinger	command
Language/english_7.csv	achievement_lead_by_sample_kills_stinger_nests_demolition_charge_title	Demolition derby	Підривне дербі	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_lead_by_sample_kills_stinger_nests_demolition_charge_descr	Kill 2 Stinger Nests with the Combat Engineers' "Demolition Charge" ability	Знищте 2 гнізда жалників здатністю бойових інженерів «Підривний заряд»	unresolved	Achievements	combat_engineer|demolition_charge|stinger_nest|engineer|stinger	command
Language/english_7.csv	achievement_trophy_hunt_merc_grenade_kills_title	Double kill	Подвійне вбивство	fuzzy	Achievements	-	technical
Language/english_7.csv	achievement_trophy_hunt_merc_grenade_kills_descr	Kill a Tiger Bug with the first detonation of the Mercenaries' "Double-Charge Grenade" and another one with the second	Убийте тигра першим вибухом «Гранати з подвійним зарядом» найманців, а другого — другим	unresolved	Achievements	tiger|bug|double_charge_grenade|mercenary	command
Language/english_7.csv	achievement_trophy_hunt_kills_fire_mines_title	Pyrotechnician	Піротехнік	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_trophy_hunt_kills_fire_mines_descr	Kill 15 Bugs with the Frag Mercs' "Fire Mine" ability	Убийте 15 жуків здатністю найманців-підривників «Запалювальна міна»	unresolved	Achievements	bug|frag_mercs|fire_mine	command
Language/english_7.csv	achievement_dragon_island_kills_frag_mines_title	What you reap is what you sow	Що посієш, те й пожнеш	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_dragon_island_kills_frag_mines_descr	Use Frag Mines to kill 15 Bugs	Убийте 15 жуків уламковими мінами	unresolved	Achievements	bug|frag_mine	command
Language/english_7.csv	achievement_dragon_island_kills_shredder_fire_spread_title	Bring the heat	Піддайте жару	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_dragon_island_kills_shredder_fire_spread_descr	Kill 20 Bugs with the Shredder Mercs' "Firestarter" ability	Убийте 20 жуків здатністю найманців-шматувальників «Палій»	unresolved	Achievements	bug|shredder|firestarter|shredder_merc	command
Language/english_7.csv	achievement_blazing_trail_kills_engineering_biped_title	Drill instructor	Інструктор із буріння	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_blazing_trail_kills_engineering_biped_descr	Kill 10 Immolator Bugs with the Engineering Biped's drill attack	Убийте 10 спалювачів буровою атакою інженерного біпеда	unresolved	Achievements	bug|immolator|engineering_biped	command
Language/english_7.csv	achievement_blazing_trail_mkii_troopers_kill_pyroflies_title	Shooting stars	Зорепад	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_blazing_trail_mkii_troopers_kill_pyroflies_descr	Kill 15 Pyroflies with Mk.II Troopers	Убийте 15 вогнемух бійцями Mk II	unresolved	Achievements	mk_ii_trooper|pyrofly	command
Language/english_7.csv	achievement_central_access_construct_turrets_title	Stake a claim	Застовпіть територію	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_central_access_construct_turrets_descr	Construct 5 turrets within the walls of the central facility	Збудуйте 5 турелей у межах стін центрального комплексу	fuzzy	Achievements	-	command
Language/english_7.csv	achievement_central_access_kills_engineering_biped_fire_trail_title	Trailblazer	Прокладач шляху	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_central_access_kills_engineering_biped_fire_trail_descr	Kill 15 Bugs with the Engineering Bipeds' "Fire Trail" ability	Убийте 15 жуків здатністю інженерних біпедів «Вогняний слід»	unresolved	Achievements	bug|fire_trail|engineering_biped	command
Language/english_7.csv	achievement_flash_point_power_flamers_kills_title	Fire team	Вогнева група	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_flash_point_power_flamers_kills_descr	Kill 25 enemies with the Powered Suit Incinerators' flamethrowers	Убийте 25 ворогів вогнеметами вогнеметників у силовій броні	unresolved	Achievements	powered_suit|powered_suit_incinerator	command
Language/english_7.csv	achievement_flash_point_elite_flame_marauder_title	Ultimate arsonist	Неперевершений палій	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_flash_point_elite_flame_marauder_descr	Gain an elite M-11 Marauder (Flamethrower)	Отримайте елітного мародера M-11 (вогнемет)	fuzzy	Achievements	marauder	command
Language/english_7.csv	achievement_global_finish_lava_campaign_title	One hell of a ride	Пекельна поїздка	fuzzy	Achievements	-	joke
Language/english_7.csv	achievement_global_finish_lava_campaign_descr	Complete the Raising Hell campaign	Пройдіть кампанію «Влаштувати пекло»	unresolved	Achievements	raising_hell	command
Language/english_7.csv	unit_23_descr	The Morita Mk II rifle provides excellent medium to long range fire support against light to medium armored targets with its underslung grenade launcher, but these units must be kept out of close combat engagements.\nThe weapon has also proven to be effective against aerial targets.	Гвинтівка Morita Mk II чудово підтримує вогнем на середній і великій дальності проти цілей із легкою та середньою бронею завдяки підствольному гранатомету, але ці підрозділи слід тримати подалі від ближнього бою.\nЗброя також довела свою ефективність проти повітряних цілей.	unresolved	Achievements	morita_mk_ii_rifle|morita|range|armor	-
Language/english_7.csv	unit_51	Frag Mine	Уламкова міна	unresolved	Achievements	frag_mine	-
Language/english_7.csv	unit_52	Frag Mine	Уламкова міна	unresolved	Achievements	frag_mine	-
Language/english_7.csv	unit_143	Frag Mine	Уламкова міна	unresolved	Achievements	frag_mine	-
Language/english_7.csv	unit_41	Fire Mine	Запалювальна міна	unresolved	Achievements	fire_mine	-
Language/english_7.csv	unit_49	Fire Mine	Запалювальна міна	unresolved	Achievements	fire_mine	-
Language/english_7.csv	unit_144	Fire Mine	Запалювальна міна	unresolved	Achievements	fire_mine	-
Language/english_7.csv	tooltip_workshop_feedback_not_supported	Sending feedback for Steam Workshop scenarios is not supported.	Надсилання відгуків про сценарії Майстерні Steam не підтримується.	unresolved	Achievements	steam_workshop	technical
Language/english_7.csv	achievement_info_unit_unlocked_later	(Unit is unlocked later in the scenario)	(Юніт відкриється пізніше в сценарії)	fuzzy	Achievements	-	technical
Language/english_7.csv	achievement_info_already_completed	Already completed in previous playthrough	Уже виконано під час попереднього проходження	fuzzy	Achievements	-	technical
Language/english_7.csv	dialog_play_kwalasha_first_title	Learn to play: Kwalasha Campaign	Навчання: кампанія «Квалаша»	unresolved	Achievements	kwalasha	command
Language/english_7.csv	dialog_play_kwalasha_first_text	To learn the basic game mechanics you should play the Kwalasha campaign before the currently selected campaign.\n\nAre you sure you want to continue with the currently selected campaign instead?	Щоб опанувати основи гри, пройдіть кампанію «Квалаша» перед вибраною кампанією.\n\nВи впевнені, що натомість хочете продовжити вибрану кампанію?	unresolved	Achievements	kwalasha	command
Language/english_7.csv	scenario_category_challenges_lava	Challenges: Gehenna	Випробування: Геєна	unresolved	Achievements	gehenna	-
Language/english_7.csv	scenario_category_challenges_kwalasha	Challenges: Kwalasha	Випробування: Квалаша	unresolved	Achievements	kwalasha	-
Language/english_7.csv	scenario_category_challenges_chemical	Challenges: Chemical Experiments	Випробування: хімічні експерименти	unresolved	Achievements	chemical_experiments	-
Language/english_7.csv	unitclass_construction	Construction	Споруда	fuzzy	Achievements	-	-
Language/english_7.csv	unitclass_station	Station	Станція	fuzzy	Achievements	-	-
Language/english_7.csv	unitclass_platform	Platform	Платформа	unresolved	Achievements	platform	-
Language/english_7.csv	unitclass_device	Device	Пристрій	fuzzy	Achievements	-	-
Language/english_7.csv	unitclass_cavern	Cavern	Печера	fuzzy	Achievements	-	-
Language/english_7.csv	unitclass_marker	Marker	Маркер	fuzzy	Achievements	-	-
Language/english_8.csv	scenario_category_metropolis	Campaign: Varuna	Кампанія: Варуна	unresolved	Metropolis DLC	varuna	-
Language/english_8.csv	scenario_category_metropolis_challenges	Challenges: Varuna	Випробування: Варуна	unresolved	Metropolis DLC	varuna	-
Language/english_8.csv	landscape_metropolis	Metropolis	Мегаполіс	unresolved	Metropolis DLC	metropolis	-
Language/english_8.csv	landscape_metropolis_underground	Metropolis Underground	Підземелля мегаполіса	unresolved	Metropolis DLC	metropolis|metropolis_underground	-
Language/english_8.csv	dlc_name_metro	Urban Onslaught	Міський наступ	unresolved	Metropolis DLC	urban_onslaught	threat
Language/english_8.csv	metropolis_campaign_name	Varuna	Варуна	unresolved	Metropolis DLC	varuna	-
Language/english_8.csv	metropolis_campaign_description	A ferocious Arachnid onslaught is sweeping through the streets of Mahanagar, one of the Federation's greatest cities.	Лютий наступ арахнідів охопив вулиці Маханагара — одного з найбільших міст Федерації.	unresolved	Metropolis DLC	federation|arachnid|mahanagar	briefing|urgent
Language/english_8.csv	tooltip_ability_restriction_too_high	Invalid destination: Jump is too high	Неприпустима ціль: зависоко для стрибка	fuzzy	Metropolis DLC	-	technical
Language/english_8.csv	button_campaigns_v2	Campaigns	Кампанії	fuzzy	Metropolis DLC	-	-
Language/english_8.csv	campaign_screen_title_kwalasha	Kwalasha Campaign	Кампанія «Квалаша»	unresolved	Metropolis DLC	kwalasha	-
Language/english_8.csv	campaign_screen_title_gehenna	Gehenna Campaign	Кампанія «Геєна»	unresolved	Metropolis DLC	gehenna	-
Language/english_8.csv	campaign_screen_title_varuna	Varuna Campaign	Кампанія «Варуна»	unresolved	Metropolis DLC	varuna	-
Language/english_8.csv	popup_scenarios_moved_title	Campaign scenarios moved	Сценарії кампаній перенесено	fuzzy	Metropolis DLC	-	technical
Language/english_8.csv	popup_scenarios_moved_descr	Campaign scenarios are no longer displayed in this screen. You can find them through the "Campaigns" button in the main menu.	Сценарії кампаній більше не показуються на цьому екрані. Їх можна знайти через кнопку «Кампанії» в головному меню.	fuzzy	Metropolis DLC	-	technical
Language/english_8.csv	dialog_open_gehenna_url_title	Raising Hell DLC	DLC «Влаштувати пекло»	unresolved	Metropolis DLC	raising_hell	-
Language/english_8.csv	dialog_open_gehenna_url_text	Would you like to know more about the Raising Hell DLC?	Бажаєте дізнатися більше про DLC «Влаштувати пекло»?	unresolved	Metropolis DLC	raising_hell	propaganda
Language/english_8.csv	dialog_open_varuna_url_title	Urban Onslaught DLC	DLC «Міський наступ»	unresolved	Metropolis DLC	urban_onslaught	-
Language/english_8.csv	dialog_open_varuna_url_text	Would you like to know more about the Urban Onslaught DLC?	Бажаєте дізнатися більше про DLC «Міський наступ»?	unresolved	Metropolis DLC	urban_onslaught	propaganda
Language/english_8.csv	population_points_type_material	Materiel	Матеріальні засоби	unresolved	Metropolis DLC	materiel	technical
Language/english_8.csv	tooltip_materials	Materiel (available / total)\nWhen losing a unit, this resource is recovered gradually.	Матеріальні засоби (доступно / загалом)\nПісля втрати підрозділу цей ресурс поступово відновлюється.	unresolved	Metropolis DLC	materiel	technical
Language/english_8.csv	unit_3000	Police Squad	Поліцейський загін	unresolved	Metropolis DLC	police_squad	-
Language/english_8.csv	unit_3000_descr	This unit operates a pair of detainer drones. These do not deal a lot of damage but are effective at distracting enemy attacks, thus offering indirect protection to more valuable units and assets.	Цей підрозділ використовує пару дронів-затримувачів. Вони завдають мало шкоди, але добре відволікають ворожі атаки, опосередковано захищаючи цінніші підрозділи й об'єкти.	unresolved	Metropolis DLC	drone|damage|detainer_drone	technical
Language/english_8.csv	unit_3000_wiki	Note that the larger Arachnid types such as Scorpions, Plasma Grenadiers and Tankers are known to ignore the detainer drones and will focus their attacks on the police officers or other targets in their range.	Зауважте: великі арахніди, як-от скорпіони, плазмові гренадери й танкери, ігнорують дронів-затримувачів та атакують поліцейських або інші цілі в межах своєї дальності.	unresolved	Metropolis DLC	arachnid|plasma_grenadier|plasma|drone|range|grenadier|detainer_drone|scorpion|tanker	technical
Language/english_8.csv	unit_3251	Police Squad	Поліцейський загін	unresolved	Metropolis DLC	police_squad	-
Language/english_8.csv	unit_20210	Technicians	Техніки	unresolved	Metropolis DLC	technician	-
Language/english_8.csv	unit_20210_descr	This unit is not equipped with combat in mind but can construct defensive turrets and repair mechanical units.	Цей підрозділ не призначений для бою, але може будувати оборонні турелі й ремонтувати механічні підрозділи.	fuzzy	Metropolis DLC	-	technical
Language/english_8.csv	unit_20190	Autocannon Turret	Автогарматна турель	unresolved	Metropolis DLC	autocannon_turret	-
Language/english_8.csv	unit_20190_descr	Effective against small amounts of light to medium armored targets. The cannons overheat quickly, making this turret ineffective against large numbers of enemies.\nThe autocannons can also engage air targets.	Ефективна проти невеликих груп цілей із легкою та середньою бронею. Гармати швидко перегріваються, тому турель неефективна проти численних ворогів.\nАвтогармати також можуть уражати повітряні цілі.	unresolved	Metropolis DLC	armor	technical
Language/english_8.csv	unit_20200	Mortar Turret	Мінометна турель	unresolved	Metropolis DLC	mortar_turret	-
Language/english_8.csv	unit_20200_descr	Effective against concentrated groups of lightly armored targets. Ineffective against medium to heavily armored targets.\nThe high projectile arc of the mortars allow firing over any obstacles but incapable of firing at targets that are too close to the turret.	Ефективна проти щільних груп цілей із легкою бронею. Неефективна проти цілей із середньою та важкою бронею.\nВисока траєкторія мін дає змогу стріляти через будь-які перешкоди, але не по цілях надто близько до турелі.	unresolved	Metropolis DLC	armor	technical
Language/english_8.csv	unit_20230	Heavy Gun Turret	Важка гарматна турель	unresolved	Metropolis DLC	heavy_gun_turret	-
Language/english_8.csv	unit_20230_descr	High velocity gun designed to take on heavily armored targets. Its slow reload makes the turret ineffective against large numbers of enemies. \nIts tall understructure allows the weapon to fire over obstacles and elevations that are one level higher than the turret.	Високошвидкісна гармата для ураження цілей із важкою бронею. Через повільне перезаряджання турель неефективна проти численних ворогів. \nВисока опора дає змогу вести вогонь через перешкоди й височини на один рівень вище за турель.	unresolved	Metropolis DLC	armor	technical
